DateTime,AddedIPs,RemovedIPs
1584744721,11,11
1584745321,25,25
1584746521,72,72
1584747722,80,80
1584748922,69,69
1584749521,40,40
1584750121,38,38
1584750722,23,23
1584751921,26,26
1584753121,4,4
1584753721,46,46
1584754322,13,13
1584754922,46,46
1584756121,49,49
1584757321,34,34
1584757921,11,11
1584759121,36,36
1584760322,70,70
1584760921,46,46
1584761522,29,29
1584762121,22,22
1584762721,32,32
1584763922,67,67
1584764521,29,29
1584765122,74,74
1584765721,23,23
1584766322,43,43
1584766922,32,32
1584767522,47,47
1584768721,34,34
1584769321,5,5
1584770521,64,64
1584771122,41,41
1584771721,46,46
1584772321,7,7
1584772921,8,8
1584773521,28,28
1584774122,23,23
1584774722,5,5
1584775921,47,47
1584777121,89,89
1584777721,51,51
1584778321,27,27
1584778921,24,24
1584780121,50,50
1584780721,45,45
1584781321,36,36
1584781921,20,20
1584782521,41,41
1584783721,85,85
1584784321,28,28
1584784922,19,19
1584786122,31,31
1584786721,32,32
1584787321,23,23
1584787921,24,24
1584789121,32,32
1584789722,11,11
1584791521,39,39
1584792121,23,23
1584793321,22,22
1584793921,7,7
1584794521,8,8
1584795121,7,7
1584795721,24,24
1584796922,47,47
1584797521,4,4
1584798121,28,28
1584798722,11,11
1584799321,12,12
1584799921,76,76
1584800522,27,27
1584801121,13,13
1584801721,22,22
1584802921,51,51
1584803522,10,10
1584804121,7,7
1584804721,22,22
1584805921,34,34
1584806521,15,15
1584807121,13,13
1584807721,23,23
1584808921,25,25
1584809521,9,9
1584810121,14,14
1584811321,36,36
1584812521,28,28
1584813122,33,33
1584813721,12,12
1584814921,52,52
1584815521,39,39
1584816121,21,21
1584817321,75,75
1584817922,9,9
1584818521,43,43
1584819121,30,30
1584819722,15,15
1584820321,52,52
1584820921,22,22
1584821522,40,40
1584822122,26,26
1584823322,64,64
1584823921,3,3
1584824521,11,11
1584825721,34,34
1584826921,46,46
1584828121,27,27
1584829321,65,65
1584830521,83,83
1584831121,35,35
1584831721,53,53
1584832321,40,40
1584833521,41,41
1584834121,27,27
1584834721,38,38
1584835921,58,58
1584837121,48,48
1584837721,4,4
1584838321,7,7
1584838921,6,6
1584839521,41,41
1584840721,16,16
1584841321,9,9
1584841921,17,17
1584842521,7,7
1584843722,10,10
1584844321,23,23
1584844921,9,9
1584845521,4,4
1584846721,15,15
1584847321,29,29
1584847921,6,6
1584848521,5,5
1584849721,14,14
1584850321,4,4
1584850921,9,9
1584852122,6,6
1584852721,9,9
1584854521,39,39
1584855721,23,23
1584856321,19,19
1584857521,48,48
1584858121,12,12
1584858721,11,11
1584859321,11,11
1584859922,16,16
1584860521,31,31
1584861121,18,18
1584861721,37,37
1584862321,34,34
1584863521,47,47
1584864721,35,35
1584865321,48,48
1584865921,34,34
1584866521,22,22
1584867121,35,35
1584868322,35,35
1584868921,19,19
1584869521,33,33
1584870121,29,29
1584870721,19,19
1584871921,10,10
1584872522,18,18
1584873722,29,29
1584874921,34,34
1584875522,29,29
1584876121,24,24
1584877321,55,55
1584877921,57,57
1584878521,32,32
1584879121,38,38
1584879721,26,26
1584880321,8,8
1584880921,17,17
1584881521,12,12
1584882122,10,10
1584882721,21,21
1584883321,25,25
1584883921,4,4
1584884522,21,21
1584885121,5,5
1584885721,47,47
1584886321,11,11
1584886921,7,7
1584888121,40,40
1584888721,7,7
1584889921,39,39
1584890521,28,28
1584891121,41,41
1584892322,37,37
1584892921,22,22
1584893521,54,54
1584894122,10,10
1584894721,17,17
1584895321,26,26
1584896522,25,25
1584897122,20,20
1584897722,34,34
1584898321,20,20
1584898921,14,14
1584900121,86,86
1584900721,15,15
1584901922,75,75
1584902521,43,43
1584903721,50,50
1584904321,19,19
1584904921,23,23
1584905521,58,58
1584906121,56,56
1584907321,57,57
1584907921,25,25
1584908521,20,20
1584909121,35,35
1584909722,10,10
1584910321,9,9
1584910921,23,23
1584911521,29,29
1584912122,51,51
1584912721,25,25
1584913321,33,33
1584913922,30,30
1584915121,40,40
1584915721,21,21
1584916321,11,11
1584917521,38,38
1584918121,17,17
1584919321,50,50
1584919921,31,31
1584920521,11,11
1584921721,45,45
1584922321,4,4
1584923521,42,42
1584924121,32,32
1584925322,35,35
1584925922,29,29
1584926521,31,31
1584927121,27,27
1584928321,55,55
1584929521,47,47
1584930721,31,31
1584931321,42,42
1584932521,88,88
1584933721,59,59
1584934321,41,41
1584935521,72,72
1584936121,16,16
1584937322,58,58
1584938522,80,80
1584939721,96,96
1584940321,23,23
1584940921,33,33
1584942121,47,47
1584942721,41,41
1584943322,38,38
1584944521,55,55
1584945121,47,47
1584946322,78,78
1584946921,12,12
1584948121,82,82
1584949322,88,88
1584949921,27,27
1584950521,17,17
1584951121,46,46
1584952321,54,54
1584952921,38,38
1584954122,87,87
1584954722,28,28
1584955922,39,39
1584956521,60,60
1584957121,32,32
1584958321,33,33
1584958922,13,13
1584959521,42,42
1584960122,34,34
1584960721,42,42
1584961321,43,43
1584961921,23,23
1584962521,31,31
1584963121,3,3
1584963721,19,19
1584964921,57,57
1584965521,69,69
1584966121,20,20
1584967321,60,60
1584967921,15,15
1584968521,62,62
1584969121,15,15
1584970321,48,48
1584971521,66,66
1584972122,47,47
1584972721,63,63
1584973321,50,50
1584973922,9,9
1584975121,93,93
1584975721,33,33
1584976921,95,95
1584977522,7,7
1584978121,39,39
1584978721,41,41
1584979321,33,33
1584979921,57,57
1584980521,50,50
1584981122,75,75
1584981721,36,36
1584982921,81,81
1584983521,28,28
1584984122,34,34
1584985321,61,61
1584985921,18,18
1584986521,15,15
1584987721,81,81
1584988922,98,98
1584989522,29,29
1584990721,97,97
1584991321,39,39
1584991921,53,53
1584992522,58,58
1584993721,87,87
1584994921,90,90
1584995522,49,49
1584996121,52,52
1584996722,61,61
1584997921,96,96
1584999121,88,88
1585000321,84,84
1585001522,88,88
1585002121,31,31
1585002721,50,50
1585003321,71,71
1585004522,93,93
1585005122,67,67
1585006321,85,85
1585006921,77,77
1585007522,56,56
1585008121,37,37
1585009321,92,92
1585009921,57,57
1585010521,63,63
1585011721,94,94
1585012921,92,92
1585014121,81,81
1585015321,85,85
1585016522,94,94
1585017722,86,86
1585018322,37,37
1585020121,89,89
1585020721,48,48
1585021321,71,71
1585022521,60,60
1585023121,69,69
1585024322,90,90
1585025521,90,90
1585026121,56,56
1585026721,86,86
1585027921,75,75
1585029122,98,98
1585029722,42,42
1585030322,44,44
1585030922,43,43
1585031522,52,52
1585032721,88,88
1585033321,56,56
1585033921,18,18
1585035122,79,79
1585035722,50,50
1585036921,87,87
1585037521,28,28
1585038122,67,67
1585038722,55,55
1585039922,84,84
1585040521,65,65
1585041721,69,69
1585042321,55,55
1585042921,70,70
1585043521,67,67
1585044122,37,37
1585045321,51,51
1585045921,32,32
1585047122,91,91
1585047721,24,24
1585048321,32,32
